datetime;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2006-12-16;3.0534747474747475;0.08818686868686867;236.24376262626262;13.082828282828283;0.0;1.378787878787879;12.43939393939394
2006-12-17;2.354486111111111;0.1569486111111111;240.0870277777778;9.999027777777778;1.4118055555555555;2.907638888888889;9.264583333333333
2006-12-18;1.5304347222222223;0.11235555555555556;241.23169444444446;6.421666666666667;0.7381944444444445;1.820138888888889;9.734722222222222
2006-12-19;1.1570791666666667;0.10482083333333334;241.9993125;4.926388888888889;0.5826388888888889;5.279166666666667;4.303472222222222
2006-12-20;1.5456583333333334;0.11180416666666666;242.30806249999998;6.467361111111111;0.0;1.8388888888888888;9.765972222222222
2006-12-21;1.193757997218359;0.10025452016689847;241.04054937413073;5.033796940194716;1.2273991655076495;1.8240611961057023;7.246870653685675
2006-12-22;1.6259291666666669;0.12979583333333333;241.1845486111111;6.872916666666667;2.1881944444444446;0.24305555555555555;7.729861111111111
2006-12-23;3.314851388888889;0.15379861111111112;240.1360763888889;14.028055555555557;1.8534722222222222;0.2951388888888889;10.22638888888889
2006-12-24;1.7708416666666669;0.10409722222222223;241.6874375;7.640416666666667;1.1826388888888888;3.529166666666667;4.785416666666666
2006-12-25;1.9049444444444443;0.1668611111111111;243.39993055555558;7.951527777777779;4.597222222222222;1.3625;4.024305555555555
2006-12-26;2.7320208333333333;0.11465416666666667;241.6254375;11.347916666666666;0.7541666666666667;1.7590277777777779;10.402083333333334
2006-12-27;1.0616388888888888;0.12423749999999999;243.76736111111111;4.5175;0.0;0.21805555555555556;4.844444444444444
2006-12-28;1.4393319444444443;0.14505277777777778;243.26833333333335;6.086250000000001;1.5326388888888889;3.06875;6.372222222222222
2006-12-29;2.204438888888889;0.13638472222222223;240.87130555555555;9.271388888888888;0.8694444444444445;3.584722222222222;7.867361111111111
2006-12-30;1.939709318497914;0.21691794158553546;240.54068845618914;8.292211404728791;2.1363004172461753;5.4874826147426985;8.678720445062586
2006-12-31;2.426525;0.10475833333333334;239.8965763888889;10.199583333333333;0.0;0.24097222222222223;4.5152777777777775
2007-01-01;1.9090305555555556;0.10289305555555556;240.12897916666665;7.916944444444444;0.0;0.24444444444444444;4.083333333333333
2007-01-02;0.8814138888888889;0.13218194444444445;241.94377777777777;3.7140277777777775;0.0;0.24166666666666667;4.5569444444444445
