http_connectivity,cpu_utilization,memory_utilization,registration_rate,session_setup_rate,authentication_success_rate,n1n2_message_rate,registration_success_rate,slice_selection_success_rate,nas_security_success_rate,ngap_success_rate,timestamp
1.2626255747632893,38.19766353864271,56.24564323107533,143.1352254723021,99.64169926560137,128.6044754115442,272.8642501895718,128.40696143485746,132.55212452793518,126.16987139587562,130.27552048079062,2025-01-13 10:23:31.133476
1.2849921369697044,37.72154665894418,52.79655932422479,133.93917892043552,91.02251930843431,125.9692907915221,250.69611269165566,128.91905660302376,122.65838322906718,129.44684396415826,130.12761110738901,2025-01-13 10:24:31.133476
1.3444153373217484,36.865963001191155,53.75093026669776,120.6157924926509,95.15024406573826,121.06457800750465,262.5342344436455,131.61772993001466,125.44789455118072,146.8195931427351,127.44456069069312,2025-01-13 10:25:31.133476
1.3146140214547293,38.22250112365703,50.45192781183593,133.50697467651895,107.78950390158407,132.1151958385723,289.4077554416013,127.47947985017483,138.34971387564119,128.57709526882962,131.14365776762307,2025-01-13 10:26:31.133476
1.2199277681644003,41.03908785485792,51.313748307115226,132.9550165560274,98.78012014480336,135.89335562828737,252.63540780082909,131.1151886065193,136.07722073977703,146.84925786038534,126.77861165842583,2025-01-13 10:27:31.133476
1.2739361740826332,39.35929235355359,48.60434475810281,127.12884548469377,103.14738086815245,131.31038951770157,265.3357178654342,137.81415879255962,126.36381656097163,124.04123429140002,117.78780571893256,2025-01-13 10:28:31.133476
1.3613008826905204,41.301499867733284,51.714604694433845,121.29076036687013,102.0630879650899,125.62196361622489,263.51120245181426,122.37651306768505,129.79793681888825,136.59882211440436,127.92718696826515,2025-01-13 10:29:31.133476
1.3032060051119752,39.3344585640864,57.202347191009096,135.798206283808,91.37888866789058,133.82182709295788,265.54846022805145,126.65943420864741,126.65649924772686,129.80437442671516,114.35556672964267,2025-01-13 10:30:31.133476
1.189570336405428,34.03673308894975,50.03897529836331,121.9741974361953,104.02915749708482,135.2046727845301,259.4907416188787,115.74130915755939,123.5557885333022,132.65851578592722,130.2830901707728,2025-01-13 10:31:31.133476
1.3083438294809828,40.36162596814769,48.94744078403852,141.64562326118454,102.56264773140718,141.03138043739074,245.3332043549871,129.0618321639198,118.65179878907644,137.9548828000507,140.44725462504073,2025-01-13 10:32:31.133476
1.3847007861094003,37.037542449282604,49.41344227309938,131.50359823313062,108.05544798215531,119.88670614786554,252.07928526119326,129.48781627793673,126.9552286080631,128.6012920054712,133.43772929390204,2025-01-13 10:33:31.133476
1.2652681807973027,39.519061747282755,52.59028488254168,131.61895992356853,111.24582535455843,124.34112586088187,283.7523350180013,125.71173743159552,121.23255765781897,118.55077794462844,127.50929751150704,2025-01-13 10:34:31.133476
1.381166205170944,39.94217707073424,47.35757852762426,130.89309849751487,98.9438580716297,140.09736047544777,256.7935309430851,126.49987809479056,123.69509379552241,128.50744896187112,137.66741079003336,2025-01-13 10:35:31.133476
1.3742236293064019,43.73998361559248,55.98929494287998,136.34885133338335,106.22701682121583,118.87539927797577,251.5894194476063,117.22267531335073,133.00321973510236,136.26376066808922,120.3815219188667,2025-01-13 10:36:31.133476
1.305824101106582,38.85908191409121,52.464576281003175,128.78996958672388,110.1005911778394,123.49097157768152,236.99848144977264,122.42712037496892,117.88562395198963,122.19563162277274,126.45563456754343,2025-01-13 10:37:31.133476
1.2475351151822722,37.12069856854884,48.86056412662015,117.29827490094377,111.49807246829326,124.01377537117686,255.11545395816472,125.66773073490663,124.03104375457116,127.1989237480794,131.4578746183284,2025-01-13 10:38:31.133476
1.3742327525802864,39.95811189321055,48.685703169759776,123.92480517113314,102.02996291622432,129.19954851426866,273.0872394408769,134.06442114394065,133.96672125402273,131.2085335919806,137.84142028932962,2025-01-13 10:39:31.133476
1.0930943148632275,40.33494409152863,54.13046810409898,123.54574491133891,100.42535726419095,129.85627255161106,245.17401199418737,111.79674018574522,123.06318953565925,126.03152403843215,131.12279549669378,2025-01-13 10:40:31.133476
1.3953588817094338,40.93223914533407,51.299347255863466,131.88543288372207,105.4251207683833,123.56086518134413,251.99210831550997,120.91337271464603,126.7427953714185,129.51263403592893,126.9886152862507,2025-01-13 10:41:31.133476
1.275082709801055,38.795290573509,52.676680834243044,116.21423594280554,105.80872758509763,130.4379368692507,241.00749230164396,127.51696169437768,126.73277937978207,116.38748640381523,135.90683020763956,2025-01-13 10:42:31.133476
1.30831662197756,37.14802535611722,49.89938553678691,122.59178600990128,103.79225007658498,128.18551449078484,245.87329335922266,124.92447276463446,127.95194346567646,138.28124842615404,138.20342799390033,2025-01-13 10:43:31.133476
1.3688134268576346,37.5386005040443,50.37229959405533,120.1965199696716,105.302340878193,126.70874189603606,264.4123894409431,129.74701678940357,134.2642635200406,129.7009140232571,126.58435606036011,2025-01-13 10:44:31.133476
1.2410930966755127,35.008141659769194,54.8582674297215,136.54712898360035,102.90461715440428,129.18303432807258,224.8220115302425,135.12277189310228,129.33568207731076,126.0663150966188,126.46697257218209,2025-01-13 10:45:31.133476
1.183515665067911,40.67411548516159,54.024924315248455,117.75773149828235,101.24613890849044,129.7170967900341,271.3203003851098,142.86970807820828,123.88038734148137,131.28548923005155,127.79217302237983,2025-01-13 10:46:31.133476
1.3067331563782907,38.41639793857822,56.522131479779915,132.07148990503165,103.08474668065173,130.802473224417,271.31467278399936,122.54345221074949,121.33667284756866,135.28696128134186,116.44436297747924,2025-01-13 10:47:31.133476
1.2590108542641394,40.076233550855626,51.1544143131572,125.74738365513025,101.42998968884861,131.89333092182852,266.97149054995697,133.45121664668838,126.08078482464549,121.10420740692481,126.60745957430068,2025-01-13 10:48:31.133476
1.3127300187785862,41.33208897336787,53.08953398544999,135.35411758957144,87.45973331900724,139.2433500199746,247.39462978965653,120.22635325482408,143.1267322041399,124.00101859331207,127.93700633367853,2025-01-13 10:49:31.133476
1.2082781493429455,40.47798793117063,48.57439438802013,129.9136301549155,105.06575522677626,120.79943017607577,267.62685938300564,120.51841264470715,141.20032061954495,132.50797873981332,139.11506506337173,2025-01-13 10:50:31.133476
1.2391163622170016,38.02485790090467,51.03098946297261,126.09709022730163,106.01397409226381,133.07151439103546,268.1977780135079,121.18064449215892,132.70892431974394,138.31279546232903,128.6348579799496,2025-01-13 10:51:31.133476
1.3071315326736872,39.3765646752022,52.211344729052655,125.51030112193109,102.44099074256278,122.91234730800338,261.3541124692589,128.98042392598876,144.48319119707935,127.72328343228493,119.86829207423393,2025-01-13 10:52:31.133476
1.2891479759982705,36.17917214462763,52.3478583420949,134.056108909601,105.62042957344818,135.32256233342153,238.64523683859645,124.58970412802307,127.53330982569305,124.3408636308811,135.9197680769995,2025-01-13 10:53:31.133476
1.4315909424826794,41.231142650636016,56.69273246898512,130.32798666298999,93.21947101718811,133.3688482503601,261.5905182661435,130.2576185996725,120.71044659729245,135.27361476321943,125.87131962174021,2025-01-13 10:54:31.133476
1.2739220502611994,39.73064629343695,43.946754251905254,137.64761130371096,97.50170929535287,123.3790488187395,267.6819419810371,129.2650888990075,132.33690904662842,128.3465989618854,127.90929281042281,2025-01-13 10:55:31.133476
1.1897127932813343,38.77043672520491,53.564710919246366,129.97174771716936,104.08155855162258,125.660727713798,249.11899767991238,131.25228319493203,126.15061884655361,123.83063946271692,126.13940595197508,2025-01-13 10:56:31.133476
1.4037870856191208,37.088859726475995,54.12968424298251,130.64155183330445,88.91108312731865,128.44333352243746,277.03747534381426,130.27273487342816,131.05474788626162,136.91576134874606,126.93080001447449,2025-01-13 10:57:31.133476
1.353918907759051,38.45025417180371,54.8344443460451,140.0104356288614,99.74887216772197,132.1766588781716,277.07939935569163,125.23519472962425,122.35751701261684,123.80918323704925,133.03763894918868,2025-01-13 10:58:31.133476
1.237655353413785,40.61783598024326,50.8892364551114,130.24230626774502,109.76864897153592,130.6675419359979,269.32578525979403,128.04212350673617,119.40488926365668,127.32732487969987,126.58122680114784,2025-01-13 10:59:31.133476
1.3249956208872353,39.02433386421348,47.070340066510134,129.31312760200788,104.42221940726056,125.10503105801688,251.73901609063225,129.2328238853481,139.4075983216076,134.0015547938454,139.92368155557668,2025-01-13 11:00:31.133476
1.294771618221946,38.736277966995736,50.20221675468792,128.14681710022822,105.59731836599151,131.3824652569005,270.08771416472865,119.86253542025908,128.5166735585795,140.01217168502288,132.15264645276747,2025-01-13 11:01:31.133476
1.3712767661324967,39.45897985774583,51.3769975045658,116.53751016688778,104.07379407386347,123.3945943827216,264.7607622914853,128.49545488299046,123.8580981051249,123.80355102756641,134.17316671267605,2025-01-13 11:02:31.133476
1.3213448777187822,36.47365683559019,54.141092784286464,127.13969780371698,100.71199946467333,117.23499924184127,226.34034175887356,141.07412096870357,130.54940544367255,130.26240478250483,144.5878134907573,2025-01-13 11:03:31.133476
1.2700893075323099,40.239107377836895,50.923031374109954,136.21742529449367,103.52297041778719,128.45850146565783,280.91764636172,121.8152035113941,134.23944130338808,130.9617031591994,135.6396050244053,2025-01-13 11:04:31.133476
1.3278276255065118,34.11465913737051,56.061672045228924,114.4927547697603,98.42435623689515,127.94386006670624,271.49075129092796,135.53105431863864,128.73928919499747,121.6695319100483,138.2752384699433,2025-01-13 11:05:31.133476
1.313340598778609,40.63289365345702,47.8908438631609,136.37278301119315,100.46483368153511,129.44745272373805,258.9593104230126,124.43946506083662,127.73440755026765,121.50695197879027,131.41630379981683,2025-01-13 11:06:31.133476
1.2788926707000468,37.54909035926453,52.06213423495592,125.80635394280667,107.3233611828126,129.9198004652466,263.1166917929814,122.0050115957949,119.92987840693505,129.1721319539745,122.63454470503919,2025-01-13 11:07:31.133476
1.277001885032796,37.55635933677273,50.688536584998886,122.43153879172723,108.82249579418223,138.63241185451878,254.14812741786682,125.71163670835907,133.0222471279433,130.00023110864777,137.2480817638569,2025-01-13 11:08:31.133476
1.2589141406611277,36.81247212333774,50.83311501455382,127.70495255148832,103.4835457973035,110.34791011920154,261.2864435745999,131.55370094341416,127.78711277217295,127.00531908250059,142.49461391658315,2025-01-13 11:09:31.133476
1.3227885284803413,34.805300683004575,50.62746327724547,131.4727655062716,108.95215111650027,123.60800739959667,245.78386817348863,136.22108029684298,120.07896243653181,133.30384715745342,124.41660686990471,2025-01-13 11:10:31.133476
1.3175802367096958,40.068292639997544,48.96565008743644,124.7535353489126,100.49421776565144,125.67899404881527,262.26736315895437,128.24453088371203,131.70457005300912,129.05983470312333,134.16049765939297,2025-01-13 11:11:31.133476
1.3766334021958884,41.21664010785233,51.775755728830816,135.09562074731278,106.52034795630144,143.45506764145716,254.93739602801398,115.12559196437421,120.67445682438776,122.06488458043262,136.09442593890782,2025-01-13 11:12:31.133476
1.2332153192723498,38.18913713515491,55.31335207506264,118.04744764976287,107.37881173385198,135.1228763574556,251.62930965818342,119.58326428940296,137.481866072028,138.06981976261022,123.76658587748788,2025-01-13 11:13:31.133476
1.2632894545358164,36.24940933613458,54.854751791603675,121.04206144933207,104.52621605188976,130.6627585129248,258.64964804492604,133.12756402310973,122.03471148317269,123.08499945628576,133.1672196406037,2025-01-13 11:14:31.133476
1.432454131615118,37.95221844366066,53.50242935756475,131.99403962691392,115.8847081047735,135.12834641997785,252.11472711276895,119.46941709486669,141.4395462257979,129.87486608638682,126.747985917733,2025-01-13 11:15:31.133476
1.2197521869991739,41.42791053491992,52.672978804452214,114.56063259932624,104.04864815832076,132.4670320056632,250.31599791091517,130.48099184254474,131.46223502447563,121.16053284582253,135.7683410902948,2025-01-13 11:16:31.133476
1.3865910393008472,37.821474008527716,51.13837314227079,152.94054027767925,111.23261833073553,123.91613103370945,269.09101138415633,140.07609618710083,120.83365375016731,119.40978497378183,133.67675423206705,2025-01-13 11:17:31.133476
1.3186989044202762,38.15861619709027,52.96071607202725,135.11564746969609,116.69640795714523,132.97478117000713,281.01829340940924,131.9246360643876,125.87897725049332,131.7601108918343,131.54102977125703,2025-01-13 11:18:31.133476
1.2858624457531735,37.418783007745255,49.35130655386689,127.78851238141984,105.84040726641824,131.48751225165714,276.5934235250674,125.33417702167996,128.90761128783151,126.91565820505238,119.0267162156136,2025-01-13 11:19:31.133476
