cpu_utilization,memory_utilization,packet_processing_rate,tunnel_establishment_rate,buffer_utilization,qos_flow_success_rate,throughput_mbps,packet_drop_rate,latency_ms,timestamp
38.727245248795256,46.697775587138096,10084.682420028135,82.88518302357019,29.266263290482517,97.27187076688357,991.218001762079,0.09337512048493175,9.89741534834107,2025-01-16 12:01:55.775630
35.36906762075481,51.69388568908799,9392.567487529826,85.74526110374711,32.04473361295983,96.11748311612091,1076.3132930062254,0.10089725241798253,10.345257006025026,2025-01-16 12:02:55.775630
40.52169333686404,48.47042955507484,10402.975549357152,85.64183915440756,28.614621592567723,85.50482776060277,1053.5629632129592,0.09169206037390612,10.188769752204536,2025-01-16 12:03:55.775630
40.09654947928466,53.65053376325475,9912.437596335116,85.47069491128107,33.203781380316016,104.55744256581707,952.7642656791714,0.10586685903512581,9.743269050731364,2025-01-16 12:04:55.775630
34.52893347105406,50.81560777593281,9329.646915877005,91.3786596206727,31.746281042550493,99.87411267514672,981.6615954056462,0.0986723338846114,10.163003407504714,2025-01-16 12:05:55.775630
37.27681364082875,51.39261954971624,9628.740647685587,82.35681474408996,27.950109224545447,98.14208581330458,976.2031048019962,0.10461369776361387,10.324139531366342,2025-01-16 12:06:55.775630
38.454955250110025,48.48615460348055,10133.67415800951,83.9901504318645,30.383770505807576,101.33911844997456,1053.0355581796473,0.09825003573788753,9.142461328392343,2025-01-16 12:07:55.775630
40.10408077672616,51.41729818860613,9815.399946439653,83.08769761356727,29.809068935296352,104.25193048531123,998.260848201149,0.10634796807176693,9.22437617788858,2025-01-16 12:08:55.775630
38.89093056364836,50.76031918353555,10232.026240929861,93.73573671346612,28.905328045519333,104.16034272317803,952.629939054121,0.09983714112920794,9.598917114986094,2025-01-16 12:09:55.775630
43.76607525113934,51.629065462813706,10060.278989440847,81.77236372838188,28.500660470230287,92.54747980340267,1010.3332659759936,0.09852790760054747,10.600109960984103,2025-01-16 12:10:55.775630
39.85970663792736,51.37183582890903,10025.942265203425,86.99622339606881,28.409057769043073,104.26251856990964,1041.503915173503,0.10207403834656742,9.724223921363887,2025-01-16 12:11:55.775630
38.5932034690084,53.16035260963707,10193.067537629615,92.89926831831319,31.781337645450837,98.44007394426991,915.5657256648823,0.1081195781481854,10.287151967102064,2025-01-16 12:12:55.775630
42.06549591405214,46.53705873411884,10721.078479556241,85.0303863151928,28.17155120528772,92.81978027204615,962.0650948866953,0.10043996912002565,9.75913951032518,2025-01-16 12:13:55.775630
39.33540371456002,51.50073851864265,9482.962631121689,80.2340214219835,30.927359340244283,91.85383081699406,1003.4969484718359,0.10017009522969887,9.464014849797826,2025-01-16 12:14:55.775630
42.450679210165134,45.981234908498315,9699.762780845454,80.26396146858104,29.3076647081562,94.80656297933845,994.902808461485,0.09872067506277359,9.16176035101158,2025-01-16 12:15:55.775630
41.088678958521285,51.069644865720456,9211.915851067988,81.17924319988398,31.74252831018042,95.28969989564595,918.7331381401426,0.09862981673251761,10.397978966879506,2025-01-16 12:16:55.775630
40.51225104054971,52.39315003943427,10033.818688764413,78.23131587237508,32.411478471892195,97.47872882835934,1028.1162183564095,0.09779562113096962,9.450490920815097,2025-01-16 12:17:55.775630
44.17432821887055,47.0743330133186,9655.062970387638,84.92413969006893,27.15188320299336,94.59632701674578,1053.7277321290223,0.08749498147541507,10.088221133556717,2025-01-16 12:18:55.775630
39.46765100241899,49.66757319126299,9801.832745541838,77.5171749990239,28.210867105895055,98.56091336756865,1025.3958121446249,0.10820665484263114,10.354935268415622,2025-01-16 12:19:55.775630
39.70115516298436,49.532270918897254,10082.378671032573,83.93518236663658,30.067058720671344,98.29353712716616,1066.6700469831405,0.09875609075614078,10.134514617471122,2025-01-16 12:20:55.775630
40.92578481715634,53.19916443891493,10292.751214882428,80.27015742567195,28.21894963411878,103.35157134138763,991.5833843293283,0.10563093189710651,10.340977199821754,2025-01-16 12:21:55.775630
37.32649899556525,48.620754035014976,9356.54411808889,84.99738093463182,30.639708115214074,97.49413291994183,1018.8480077960642,0.10203009566480917,10.187438185042271,2025-01-16 12:22:55.775630
35.97459170895467,51.9256232342364,9224.13052693968,82.05990541384243,31.08760263917556,101.658326545375,1024.7096994668454,0.10766378764649241,9.71027216152036,2025-01-16 12:23:55.775630
38.57972280236087,50.775596469212836,10091.711569919504,87.82043429297791,30.73899366989998,95.60619893100531,1090.0877403141167,0.09519767837415434,9.151769051598592,2025-01-16 12:24:55.775630
38.316664152878054,48.99698506940071,9745.159326291427,91.6228294828913,31.83889135449084,91.12744182118146,1073.55558029006,0.10106019482343019,9.999596580695231,2025-01-16 12:25:55.775630
40.124463673396626,48.583870433288475,10361.187060902499,85.66714768653489,29.293811199889372,96.45806461422677,964.0095385336617,0.09679354910334781,9.076311639890019,2025-01-16 12:26:55.775630
38.22067280228292,49.13422132948548,8782.76448565796,88.52735255648145,26.821365788068814,100.66594805062397,904.8888806212465,0.10576960598173774,10.243543173087541,2025-01-16 12:27:55.775630
37.95598332576799,53.28855487664062,9557.263895698587,90.5490425675837,29.40792276729012,101.30375948455594,1009.1708724557509,0.09524102213840492,9.381196595576423,2025-01-16 12:28:55.775630
38.96897756088501,44.79881758466513,10851.104213937806,81.83390075239967,30.70137593620955,100.34186569394234,1031.3887976229623,0.09971654727468597,9.86979182902856,2025-01-16 12:29:55.775630
38.18702036782973,51.21054838215494,9647.833733134172,91.12101350302628,33.433995565091436,98.43187888306187,983.8351342948704,0.09157599331321907,9.841795982392021,2025-01-16 12:30:55.775630
39.008575983239005,53.55029496606938,10454.704169493656,84.04355313309324,29.985768846530107,103.20421052155095,1014.3344701832077,0.10906673118683446,8.972363688195657,2025-01-16 12:31:55.775630
40.20347780086509,50.94894427002738,10605.74008225196,73.54547512672131,29.572384926108374,94.03544366949498,1058.997957243852,0.09405057862264178,11.024748920298473,2025-01-16 12:32:55.775630
38.18551281444121,54.959548750889255,10210.78130064748,84.589084715525,30.917983048127414,92.82261683768576,1021.729057542375,0.10514755098107645,9.838609480537349,2025-01-16 12:33:55.775630
37.91798446275078,47.46364806627244,9695.980705706128,87.72048349374518,31.394875401822944,108.24808874571279,995.0386894755605,0.10450781102825964,10.154951118494981,2025-01-16 12:34:55.775630
41.05122479089368,52.37016628092855,10239.937108768969,91.19054202615675,30.626569788682893,103.75617913961665,1140.7827499226169,0.09850599561810562,10.15457559350213,2025-01-16 12:35:55.775630
37.49618982050416,51.47895188866838,9893.55456182297,92.69967109260857,26.790812160658124,97.36753089198615,995.8417854554218,0.08733279236227039,10.493105758943415,2025-01-16 12:36:55.775630
40.81846525190617,48.665104853725396,9877.824682178889,89.20778552590208,28.98811336083521,99.25981592364323,1056.5508783250502,0.09812925092502234,10.064097909580978,2025-01-16 12:37:55.775630
40.27574012596061,51.56588363708276,10027.286703571712,80.98340356779694,30.123736384824312,102.87171204870495,938.7037015816653,0.08931318303589916,9.113618595613683,2025-01-16 12:38:55.775630
40.58113699775336,49.15849276764229,9857.823986059688,86.94868118597041,28.136319791237238,99.60019706545472,943.52699820923,0.10739129865253982,10.34240439690429,2025-01-16 12:39:55.775630
38.69498305384596,43.48247375575248,10496.542383883605,82.73113602594154,28.09699450478498,96.720019207208,1022.554210482781,0.09752949555090891,10.290934363310333,2025-01-16 12:40:55.775630
39.25787290120766,46.79321375568088,10357.922950862217,81.27132728180489,29.838028791828275,100.70917365540869,991.6844563288034,0.09711801820504369,10.421447456596212,2025-01-16 12:41:55.775630
36.949448921453104,46.766152559827184,9551.088606977273,76.7076083258886,29.373052159327948,101.09430486331144,964.1107979098118,0.10391271886720391,9.386917675289368,2025-01-16 12:42:55.775630
42.81238386391933,50.081952292633204,9259.35682312655,82.12181523639902,31.921835479679107,93.54401226068202,901.5521437885088,0.09831817089651056,10.619052116140825,2025-01-16 12:43:55.775630
37.36506471855784,54.48461521572019,10035.146275208359,85.54416295425807,30.347452328768583,106.71982493079899,988.2009531312832,0.10170465656066888,9.422985325541193,2025-01-16 12:44:55.775630
39.27750381836857,49.3656280089327,9851.33529945545,83.27465845361155,28.7331731295785,84.51520131588254,1015.5983635329952,0.09406656728752506,10.259977694446663,2025-01-16 12:45:55.775630
40.37845027079129,50.87858939408949,9529.402425825869,83.172673246835,31.551733625484896,93.32929217263714,1075.6671869998288,0.10191552624966818,9.337050081164898,2025-01-16 12:46:55.775630
37.37725697066537,50.88791021000429,9652.593372758434,89.20131680127082,29.446429617244572,96.58182789724049,969.0669439010323,0.09359495106581543,10.797020857129107,2025-01-16 12:47:55.775630
38.32034576996749,48.45098299412044,9640.88820460935,89.97604004100589,29.72012931223548,94.53318320686145,970.9358928424384,0.09816427063770423,10.241144780391709,2025-01-16 12:48:55.775630
39.83831626182368,56.80908119672326,9996.096833569127,82.78930237576023,30.237765681655148,100.96510453635689,945.1413919818747,0.10368325755021746,10.020783032106111,2025-01-16 12:49:55.775630
37.737385837140025,47.51610375164162,9659.210564288695,85.25874365954954,30.869550447187947,111.7247247816657,979.9014745852041,0.10511665525482186,10.229305350855133,2025-01-16 12:50:55.775630
42.6106076928648,46.763488509635195,10890.532842907824,79.75062347482933,29.069562331144677,102.65011368999646,987.700943453506,0.08525872582477255,9.56176312953736,2025-01-16 12:51:55.775630
35.95275418903437,48.09979742697802,10308.763326670727,81.00776463613613,29.450846979413917,89.16242875329942,1039.6701817710089,0.09837370138508193,10.064859174699752,2025-01-16 12:52:55.775630
39.452556959449694,50.3134813862009,9520.63380048484,85.64394828875065,32.646077706882096,96.60166065185192,971.1817145119454,0.09877750152524839,10.42033618727933,2025-01-16 12:53:55.775630
38.49541475516468,48.397042128232044,9750.66904184794,87.45301514456499,30.022844062871467,100.89925704546258,1028.1234699905283,0.09925576540365337,9.287427999514081,2025-01-16 12:54:55.775630
42.42433122413388,52.175359469566985,9520.854370088446,84.12465696592646,31.132100522502732,94.08078920240742,1010.2216660187966,0.10334416072721786,10.455151184448585,2025-01-16 12:55:55.775630
39.49700682586551,51.937848825812964,9638.340540840964,87.79269892765818,30.92786596205823,96.48505964608128,1101.1009479167615,0.09779131782723294,9.498417430808786,2025-01-16 12:56:55.775630
41.15263321961695,49.30610850796639,11002.23724934117,80.05401680799937,30.328508365939307,93.62284463769262,1056.0160864339068,0.09819582352370007,9.532243334519531,2025-01-16 12:57:55.775630
39.01902309852322,49.926933907732746,10251.40230846258,78.17232808159082,28.537001845417553,99.61413730257658,995.7063327533544,0.09707186403190304,10.743585124100566,2025-01-16 12:58:55.775630
39.79593434123143,50.88541589557543,9870.280339019346,87.21461010557013,31.391349792476383,95.14571350815949,1010.509199829445,0.10785018856833216,9.863692183921819,2025-01-16 12:59:55.775630
41.68298726909603,51.130725149561954,9800.070719241952,84.75936058283126,30.81052252762071,98.08491575116471,990.4366952800334,0.10453324101444993,9.999423031887556,2025-01-16 13:00:55.775630
40.43374211044345,51.6531378053392,10103.830823089325,86.34055486908848,29.28361652969761,96.51276343438113,906.4789464194536,0.0944204266442469,9.141725834819633,2025-01-16 13:01:55.775630
40.580266929421256,52.94946353093112,10619.216544690313,83.7656140179161,30.845098037668983,101.21455171171823,1002.1331500124388,0.09799303326230047,10.469497186547919,2025-01-16 13:02:55.775630
40.367087161571824,52.89300389201276,9673.761720174605,84.27018048152962,28.245586399699405,108.92353628028826,1100.9451960231304,0.09939793217962895,9.339614528030111,2025-01-16 13:03:55.775630
40.8894506388311,51.897733031704426,8936.160874446341,77.33140588136699,30.17936954431997,100.65677417064808,961.4212920136567,0.09154012612259543,9.95951359571553,2025-01-16 13:04:55.775630
37.00983571162875,44.317490396890285,10051.166893139316,88.96994058435651,28.43920697413811,93.20702608064897,1030.992152463678,0.09535638223310199,10.512728950650096,2025-01-16 13:05:55.775630
39.09245088476343,50.68050411622892,9692.119933192196,80.54945578101118,29.292409450983943,109.49247876406662,1067.507656648469,0.1012570712788796,9.966632712481648,2025-01-16 13:06:55.775630
41.42412503844994,49.837321871353865,10938.575751738688,87.1160763068105,28.76223432435479,98.6790899254818,983.36969675474,0.10278631563931265,9.74260000453231,2025-01-16 13:07:55.775630
41.38597171025932,50.22007874799742,10375.669488543035,81.64099731813192,31.236149096009736,100.33460433162642,1096.897498970876,0.09682657999420503,10.302612000516504,2025-01-16 13:08:55.775630
39.66466011148961,48.08286088106976,9085.129347228365,85.05823776524502,30.419422978693436,107.85110394531522,1020.7676422644498,0.09920407862126875,10.57600561388281,2025-01-16 13:09:55.775630
